,XLE,AMLP,VDE,AMJ,EMLP,XOP,MLPI,IXC,OIH,MLPA,IYE,MLPX,FENY,AMZA,ERX,ATMP,IEO,TPYP,AMU,TAN,GUSH,GREK,XES,RYE,FXN,ICLN,IEZ,PZD,PBW,DIG,FCG,MLPC,QCLN,GEX,FAN,KOL,ENFR,PXI,ZMLP,PBD,FILL,MLPY,DRIP,PXE,YMLP,CRAK,IMLP,GASL,MLPO,FRAK,PSCE,GRID,NLR,ERY,YMLI,PXJ,YLCO,PUW,DUG,ENY,MLPG,MLPB,AMUB,GASX,CHIE,DDG
0,-0.07615309126594691,-0.09715639810426545,-0.077032203149383,-0.0839587242026266,-0.031123919308357298,-0.09415705247487896,-0.09404888416578105,-0.08358082308018663,-0.11086276262852035,-0.09362279511533247,-0.07609823590453128,-0.08030803080308035,-0.07551919446192569,-0.14227642276422767,-0.25677919203099064,-0.06717451523545712,-0.09244596618874386,-0.020274689339437574,-0.08196721311475408,-0.12258573117855733,-0.34168466522678187,-0.09544787077826732,-0.13930013458950205,-0.08455522971652006,-0.0921696574225123,-0.07838479809976248,-0.11497680583167658,-0.08028646814926495,-0.12354430379746842,-0.16004911993450677,-0.11518324607329838,-0.09233449477351904,-0.09410112359550561,-0.07931953269112518,-0.05318039624608965,-0.09803921568627452,-0.0621584699453552,-0.08688415446071902,-0.07161125319693093,-0.08108108108108113,-0.07101865136298424,-0.07675438596491241,0.213850373304891,-0.08269441401971511,-0.07121303560651779,-0.05034324942791756,-0.08902077151335307,-0.4245939675174013,0.012301013024602021,-0.10330228619813707,-0.14692653673163425,-0.07116727635517128,-0.01962783583991851,0.18854121153049,-0.09100877192982458,-0.1313941825476428,-0.06604866743916553,-0.09628770301624132,0.13078324225865207,-0.09090909090909087,-0.12445820433436543,0.06299629433562738,0.04419475655430711,0.2394351052009033,-0.06604866743916553,0.06016408386508651
1,-0.03116777980165971,-0.11936339522546412,-0.028000583345486392,-0.10868434737389494,-0.051515151515151604,-0.0976307189542484,-0.11824123588829484,-0.028359511343804475,-0.060189573459715616,-0.10993975903614465,-0.026633522727272728,-0.10583941605839406,-0.02714932126696832,-0.16864608076009502,-0.1085889570552147,-0.11591962905718702,-0.08171296296296282,-0.07827926657263748,-0.11184755592377793,-0.16056724611161946,-1.6778484673221514,-0.02252252252252244,-0.07369942196531788,-0.08569912443619009,-0.10351035103510355,-0.10065359477124176,-0.060435699226985204,-0.056130573248407645,-0.10150585610708311,-0.057575757575757495,-0.1492178098676294,-0.10917874396135274,-0.07878787878787887,-0.07942477876106185,-0.05616740088105725,-0.06918238993710694,-0.09090909090909095,-0.07593123209169045,-0.13005780346820806,-0.06503198294243064,-0.032592592592592555,-0.1632653061224489,0.21915526472337896,-0.08625817965496746,-0.15631542219120728,-0.027630805408583117,-0.12333333333333336,-0.5962962962962963,-0.14593698175787725,-0.09250693802035152,-0.09975267930750198,-0.06858564321250887,-0.007447354904982002,0.06642610605585189,-0.1399999999999999,-0.0778378378378379,-0.076059850374065,-0.06485484867201959,0.0394261052140442,-0.07061068702290078,-0.07594936708860751,0.02073613271124928,0.0,0.2963504754218265,-0.10783055198973052,0.031774051191527077
2,0.024866785079929052,0.010498687664042003,0.02014861388968292,0.004658385093167694,0.025398700531600694,0.04932038834951455,0.009417304296645095,0.030456852791878125,0.012634534394010273,0.001503759398496342,0.020180932498260206,0.06271379703534766,0.0196451204055766,0.06026785714285724,0.06051873198847266,0.04712812960235645,0.036789297658862845,0.04704301075268824,0.003303055326176643,0.034452296819788036,0.555298353909465,-0.06730769230769229,0.006460875807609466,0.058456157881588894,0.04635193133047218,0.010349288486416567,0.01590594744121718,0.02028081123244928,0.03498385360602791,0.03468449644797318,0.09575625680087041,0.026340545625588064,0.03438185808339434,0.023336214347450264,0.013043478260869481,0.04600000000000008,0.060881735479356144,0.008874689385871494,0.04066543438077629,0.00740740740740725,0.03433476394849788,0.06666666666666672,-0.24205704152504795,0.037779049799656565,0.047840531561461834,0.01334106728538265,0.009083402146985916,0.21739130434782608,-0.03697334479793635,0.0672993960310612,0.016220600162205945,0.025623268698060888,-0.0018008747105737147,-0.10668688435405656,0.014778325123152615,0.007510729613733936,0.023142509135201127,0.03973902728351116,-0.05319410319410317,0.08231173380035021,-0.048916841369671504,0.0,0.0,-0.5392290073372416,0.017654476670870074,-0.02133413461538464
3,0.04251700680272109,0.0463078848560701,0.042026009582477666,0.05617977528089881,0.04727068092290376,0.07106782106782103,0.0513679508654384,0.048309178743961324,0.06313020604997799,0.04999999999999995,0.04136090727151441,0.02771618625277162,0.04189435336976318,0.026086956521738962,0.1075102880658436,0.04028268551236751,0.05219780219780217,0.03626943005181339,0.05905205905205904,0.033717456252667484,0.1701173959445037,0.058823529411764656,0.06822742474916385,0.05589622641509428,0.06725380304243393,0.037359900373598876,0.06528765352294763,0.021747424647081275,0.01745108408249613,0.07570490536886831,0.08374875373878364,0.022079116835326446,0.018664752333094028,0.01824352991090368,0.044652128764278445,0.05838041431261763,0.03315290933694183,0.05183439919219115,0.0382222222222222,0.015625000000000038,0.04508196721311476,0.03225806451612896,-0.3323488875762946,0.037465564738292,0.07041383570105006,0.012034383954154777,0.04795597484276739,0.11764705882352944,0.0,0.08306962025316461,0.09271523178807946,0.020684977958630026,0.036201338953632554,-0.1775136638089655,0.033333333333333465,0.059535822401614515,0.051963048498845185,0.039316239316239385,-0.10597826086956538,0.0593080724876442,0.06348167539267009,-0.0972696245733789,-0.06544293695131687,-0.6568469801247828,0.032926829268292636,-0.048849669082886876
4,-0.04070796460176992,-0.043080939947780686,-0.037347344504402094,-0.04598875830352573,0.012229016120066641,-0.08408290965975747,-0.04675628287551144,-0.026022304832713714,-0.024247867085765568,-0.01892285298398834,-0.03701141473538569,-0.048837209302325574,-0.03846153846153843,-0.0823529411764705,-0.13884007029876982,-0.05048255382331104,-0.09893172317696233,-0.00849118223383403,-0.04379562043795614,-0.053033707865168526,-1.591261061946903,-0.10499999999999998,-0.03103448275862064,-0.039470458445697465,-0.06207482993197282,-0.038809831824061954,-0.0334001336005344,-0.010408635312259043,-0.04129955947136564,-0.07605985037406492,-0.0914036996735582,-0.030331753554502225,-0.04579579579579575,-0.034452490673688836,-0.024468085106383024,0.03629764065335757,-0.024965325936199684,-0.0999629766753054,-0.05932203389830516,-0.04121475054229924,-0.01174844505874222,-0.028436018957345998,0.17682333873581854,-0.10805860805860804,-0.07005948446794451,-0.04553624925104841,-0.056478405315614745,-0.34827586206896555,0.014406779661016942,-0.05685618729096987,-0.0421779141104295,-0.021121883656509678,0.0022266204849085455,0.0931686998652774,-0.029411764705882377,-0.023760330578512442,0.0011534025374855578,-0.01739130434782613,0.058100844637829614,-0.00998336106489193,-0.03733876442634073,0.0,0.0,0.14454715527676906,-0.05398457583547545,0.0326219512195121
5,-0.011940298507462714,-0.1281296023564065,-0.012072434607645925,-0.11256395679363278,-0.055751173708920146,-0.07211740041928716,-0.1293729372937293,-0.012970711297071226,-0.05245746691871453,-0.12438625204582647,-0.008722958827634334,-0.10967741935483867,-0.011479591836734675,-0.19718309859154937,-0.04148871262965221,-0.15622317596566526,-0.03584315612220356,-0.05659075224292617,-0.11583710407239813,-0.17166929963138503,0.37547495682210713,-0.09289617486338794,-0.12316034082106893,-0.06724228152799583,-0.0838709677419355,-0.07960893854748607,-0.06472261735419631,-0.020456333595594,-0.0688640376692173,-0.02252443688907767,-0.09339678762641287,-0.117584745762712,-0.07506053268765131,-0.05072630850818545,-0.052631578947368494,-0.018484288354898272,-0.09657794676806081,-0.03288718929254314,-0.14686825053995675,-0.047727272727272715,-0.03653295128939826,-0.17548746518105848,0.17030861292274582,-0.06432748538011686,-0.14361300075585792,-0.028342575477510835,-0.11275415896487974,-0.3615023474178403,0.0,-0.05560458958517218,-0.17689530685920568,-0.05286183011301492,-0.01890597428787497,0.027033852444230542,-0.1364902506963789,-0.06843267108167761,-0.08374999999999999,-0.072094468614046,0.01512477943030001,-0.06560283687943265,-0.18694601128122484,-0.24769339957416597,-0.21887159533073933,0.22791962275372776,-0.009079118028534408,0.007564296520423602
6,0.0269171185127808,0.10422163588390501,0.02521714766040904,0.09376609994848017,0.04591265397536396,-0.02801724137931044,0.10619469026548667,0.02885006095083303,0.04598737601442739,0.09347181008902075,0.02483838040149712,0.06850961538461542,0.026086956521739233,0.14251207729468596,0.07557811618725323,0.13253909158600144,0.0038341720584710425,0.06576402321083169,0.0920295809367296,0.06591244466305951,-0.09576078728236175,0.048526863084921906,0.051432770022042565,0.01393188854489162,0.011839708561020108,0.05540897097625329,0.04710267705862421,0.049719626168224236,0.03957037874505386,0.04929292929292925,-0.04800498753117204,0.09055876685934501,0.05202754399387909,0.047022632388486064,0.03563714902807776,0.05584642233856898,0.07198306280875086,0.02570789865871838,0.06085192697768759,0.05477980665950588,0.02785515320334252,0.0888324873096447,0.05140633969003127,-0.03846153846153848,0.03005865102639297,0.019927536231883956,0.09304274937133272,-0.19662921348314605,-0.07762557077625584,0.007011393514461005,0.026362038664323434,0.050536517826237484,0.017582961862308094,-0.09573066280142309,0.0911392405063292,0.043294614572333696,0.037304452466907397,0.02838164251207723,-0.057725636581789065,0.04568527918781733,0.12048192771084333,0.0,0.0,0.03729908797186211,0.04104477611940289,-0.028953922789539222
7,0.007495675571785519,0.04171934260429837,0.009574025253225999,0.03576751117734719,0.016519823788546294,0.03494176372712146,0.03583617747440268,0.006860371267150996,0.01988510826336718,0.038516405135520626,0.008099898751265556,0.05988700564971745,0.008620689655172232,0.0438799076212472,0.013355592654423954,0.03796561604584535,0.03625866050808315,0.013986013986014026,0.037944664031620584,0.053978594695207084,-0.8488453463960814,0.020373514431239408,0.039520112914608364,0.025396027156147978,0.03514938488576453,0.021935483870967734,0.022847682119205223,0.012915129151291565,0.055021367521367395,0.012764260071798974,0.014742014742014864,0.05464480874316936,0.04598540145985394,0.044309113817723636,-0.008714596949891075,0.0,0.038670284938941674,0.034184958618207965,0.024727992087042534,0.017932489451476786,0.017783857729138153,0.04136253041362539,-0.15797636632200876,0.028833551769331552,0.031249999999999965,0.018957345971564,0.040996784565916385,-0.005649717514124374,0.0,0.02395209580838318,0.01811906816220872,0.04621987454605476,0.008593174564203152,-0.03400822955554939,0.03422982885085567,0.03662258392675478,0.009535160905840294,0.03496503496503505,-0.02082199237887862,0.034313725490196074,0.056818181818181906,0.20975883342680868,0.16013071895424844,-0.11934627357626805,0.02545454545454556,-0.01038062283737019
8,0.061169252977264534,0.0705052878965922,0.07162179569753964,0.0676238999536823,0.037115588547189785,0.14660986865459716,0.07229551451187341,0.06596306068601583,0.11705033164260632,0.07275132275132273,0.0593650793650794,0.06546990496304128,0.061271676300578164,0.09224318658280913,0.1695933456561923,0.07671957671957662,0.11234112341123419,0.06867969212551807,0.06504065040650399,0.041480820695807455,0.6829376525404925,0.11694152923538234,0.17664148750726327,0.12381581846221629,0.14436090225563908,0.06174334140435833,0.11670078970459195,0.039688164422395374,0.03654143077714878,0.11444719180501585,0.2035225048923679,0.059125964010282736,0.02560455192034148,0.02756789871349809,0.060388945752302955,0.13704819277108424,0.06531388712745716,0.07980132450331126,0.08090909090909096,0.045317220543806574,0.06581469648562308,0.06802721088435369,-0.6803176966989328,0.10393423370522614,0.12492231199502796,0.052217855137563156,0.0688622754491018,0.46686746987951816,0.13915094339622652,0.11506434519303567,0.19736842105263155,0.04868090452261309,0.03345989558614152,-0.22221482098251466,0.08705357142857155,0.15694682675814753,0.03563218390804583,0.09398099260823659,-0.13395061728395072,0.09867452135493371,0.06616729088639194,0.06941544885177463,0.032411067193675897,-1.2452461712406206,-0.009791921664626693,-0.06785354383607657
9,0.022402540130534415,-0.010688836104513048,0.01845998229864721,-0.009822263797942042,0.01204819277108436,0.027279005524861847,-0.01174586225306988,0.013020833333333254,0.002335539120280353,-0.012048192771084319,0.019302615193026073,0.009414225941422579,0.020385050962627375,-0.04376367614879634,0.05502183406113529,-0.018867924528301844,0.025763930497303758,-0.021160822249093193,-0.009701492537313358,0.017528483786152436,0.04553155442609061,0.04166666666666667,0.0028968713789108173,0.015828274067649542,0.03202328966521103,0.016666666666666732,0.009846510280915245,0.00563777307963355,0.007153806847215154,0.03477667916808727,0.02480916030534349,-0.014782608695652167,0.026315789473684143,0.025278662420382226,0.0101317122593718,0.027818448023426118,0.011904761904761984,0.03821656050955412,0.009009009009008978,0.017804154302670596,0.016959798994974847,-0.004555808656036552,-0.175492341356674,0.053888888888888827,-0.030749519538757236,0.026775956284153114,-0.013657056145675243,-0.05396825396825406,-0.0409165302782324,0.03506208911614307,0.02891728312037658,0.011793916821849753,-0.00837520938023454,-0.09558300341172389,-0.00448430493273553,-0.012152777777777828,0.05742145178764909,0.028219599794766403,-0.05246061393535808,0.01878612716763004,-0.008816120906800931,-0.02241195304162229,0.04311649016641454,-0.3691246833661695,0.10219780219780217,-0.02655172413793102
